Index,Quarter,TA125,D3-125,P-CHANGE125,TA-125-CLOSE,TA125-LAG1,TA125-LAG2,TA125-LAG3,TA125-LAG4,TA125-LAG1-R,TA125-LAG2-R,TA125-LAG3-R,TA125-LAG4-R,UNEMP,UNEMP-LAG1,UNEMP-LAG2,UNEMP-LAG3,UNEMP-LAG4,UNEMP-LAG1-DIFF,UNEMP-LAG2-DIFF,UNEMP-LAG3-DIFF,UNEMP-LAG4-DIFF,GDP,GDP-LAG1,GDP-LAG2,GDP-LAG3,GDP-LAG4,GDP-LAG1-R,GDP-LAG2-R,GDP-LAG3-R,GDP-LAG4-R,Prime,Prime-LAG1,Prime-LAG2,Prime-LAG3,Prime-LAG4,Prime-LAG1-DIFF,Prime-LAG2-DIFF,Prime-LAG3-DIFF,Prime-LAG4-DIFF,CP-I,CP-I-LAG1,CP-I-LAG2,CP-I-LAG3,CP-I-LAG4,CP-I-LAG1-R,CP-I-LAG2-R,CP-I-LAG3-R,CP-I-LAG4-R,CB-LENSER-S-b,CB-LENSER-S-p,CB-BORRWER-S-b,CB-BORRWER-S-p,PROVISION-b,PROVISION-p,Dummy-t
31/12/2010,12-Oct,1200.664545,0,0.08427,1224,1128.87,990.34,1155.42,1064.98,0.08427,0.235939,0.059355,0.149317,0.081342,0.083514,0.08277,0.08719,0.090766,-0.002172,-0.001428,-0.005848,-0.009424,249512.167,245631.613,242709.649,239242.051,235531.144,0.015798,0.028027,0.042928,0.05936,3.5,3.25,3,2.75,2.5,0.25,0.5,0.5,1,94.683398,93.98204,92.842332,91.439615,92.228643,0.007463,0.007463,0.035475,0.026616,377.440889,114.573518,388.455313,116.71671,0.028354,0.018362,0
31/03/2011,03-Nov,1171.729091,-0.02,-0.013391,1207.61,1224,1128.87,990.34,1155.42,-0.013391,0.069751,0.219389,0.04517,0.075581,0.081342,0.083514,0.08277,0.08719,-0.005761,-0.007933,-0.007189,-0.011609,252772.229,249512.167,245631.613,242709.649,239242.051,0.013066,0.02907,0.041459,0.056554,4,3.5,3.25,3,2.75,0.5,0.75,0.75,1.25,95.343113,94.683398,93.98204,92.842332,91.439615,0.006968,0.006968,0.026936,0.042689,379.120267,115.499698,388.468795,117.574441,0.024065,0.017646,1
30/06/2011,06-Nov,1105.773,-0.06,-0.07803,1113.38,1207.61,1224,1128.87,990.34,-0.07803,-0.090376,-0.013722,0.12424,0.070441,0.075581,0.081342,0.083514,0.08277,-0.00514,-0.010901,-0.013073,-0.012329,255672.12,252772.229,249512.167,245631.613,242709.649,0.011472,0.024688,0.040876,0.053407,4.75,4,3.5,3.25,3,0.75,1.25,1.25,1.75,96.738379,95.343113,94.683398,93.98204,92.842332,0.014634,0.014634,0.029328,0.041964,381.249709,119.221189,389.969714,121.114172,0.022361,0.01563,1
30/09/2011,09-Nov,951.380526,-0.14,-0.128986,969.77,1113.38,1207.61,1224,1128.87,-0.128986,-0.196951,-0.207704,-0.140937,0.070307,0.070441,0.075581,0.081342,0.083514,-0.000134,-0.005274,-0.011035,-0.013207,260884.33,255672.12,252772.229,249512.167,245631.613,0.020386,0.032093,0.045578,0.062096,4.75,4.75,4,3.5,3.25,0,0.75,0.75,1.5,96.738379,96.738379,95.343113,94.683398,93.98204,0,0,0.021704,0.029328,394.256963,121.20178,401.877471,123.092013,0.018962,0.015356,1
31/12/2011,12-Nov,987.499524,0,0.008992,978.49,969.77,1113.38,1207.61,1224,0.008992,-0.121154,-0.18973,-0.20058,0.068417,0.070307,0.070441,0.075581,0.081342,-0.00189,-0.002024,-0.007164,-0.012925,262695.013,260884.33,255672.12,252772.229,249512.167,0.006941,0.027468,0.039256,0.052834,4.25,4.75,4.75,4,3.5,-0.5,-0.5,-0.5,0.75,96.738379,96.738379,96.738379,95.343113,94.683398,0,0,0.014634,0.021704,396.261873,122.407561,404.139105,124.308288,0.019491,0.01529,0
31/03/2012,03-Dec,1015.793,0,0.055177,1032.48,978.49,969.77,1113.38,1207.61,0.055177,0.064665,-0.072662,-0.145022,0.071196,0.068417,0.070307,0.070441,0.075581,0.002779,0.000889,0.000755,-0.004385,263653.58,262695.013,260884.33,255672.12,252772.229,0.003649,0.010615,0.031218,0.043048,4,4.25,4.75,4.75,4,-0.25,-0.75,-0.75,0,97.110449,96.738379,96.738379,96.738379,95.343113,0.003846,0.003846,0.003846,0.018537,393.417064,125.073569,401.154658,126.957184,0.019288,0.014837,0
30/06/2012,06-Dec,983.255,-0.03,-0.06065,969.86,1032.48,978.49,969.77,1113.38,-0.06065,-0.00882,0.000093,-0.128905,0.068781,0.071196,0.068417,0.070307,0.070441,-0.002415,0.000364,-0.001526,-0.00166,263517.895,263653.58,262695.013,260884.33,255672.12,-0.000515,0.003132,0.010095,0.030687,3.975,4,4.25,4.75,4.75,-0.025,-0.275,-0.275,-0.775,97.668555,97.110449,96.738379,96.738379,96.738379,0.005747,0.005747,0.009615,0.009615,395.865204,124.471243,403.720535,126.356334,0.019457,0.014919,0
30/09/2012,09-Dec,1010.576667,0,0.087353,1054.58,969.86,1032.48,978.49,969.77,0.087353,0.021405,0.077763,0.087454,0.067007,0.068781,0.071196,0.068417,0.070307,-0.001774,-0.004189,-0.00141,-0.0033,266001.373,263517.895,263653.58,262695.013,260884.33,0.009424,0.008905,0.012586,0.019614,3.75,3.975,4,4.25,4.75,-0.225,-0.25,-0.25,-1,98.784767,97.668555,97.110449,96.738379,96.738379,0.011429,0.011429,0.021154,0.021154,390.643388,126.338954,399.005967,128.216101,0.020959,0.01464,0
31/12/2012,12-Dec,1073.471818,0,-0.005234,1049.06,1054.58,969.86,1032.48,978.49,-0.005234,0.081661,0.016058,0.072121,0.068734,0.067007,0.068781,0.071196,0.068417,0.001727,-4.70E-05,-0.002462,0.000317,267393.687,266001.373,263517.895,263653.58,262695.013,0.005234,0.014708,0.014186,0.017886,3.46,3.75,3.975,4,4.25,-0.29,-0.515,-0.515,-0.79,98.319679,98.784767,97.668555,97.110449,96.738379,-0.004708,-0.004708,0.012452,0.016346,390.260902,127.162625,398.212374,128.963801,0.019968,0.013967,0
31/03/2013,Mar-13,1101.886111,0,0.048596,1100.04,1049.06,1054.58,969.86,1032.48,0.048596,0.043107,0.134226,0.065435,0.067734,0.068734,0.067007,0.068781,0.071196,-0.001,0.000727,-0.001047,-0.003462,270939.424,267393.687,266001.373,263517.895,263653.58,0.01326,0.018564,0.028163,0.027634,3.25,3.46,3.75,3.975,4,-0.21,-0.5,-0.5,-0.75,98.343868,98.319679,98.784767,97.668555,97.110449,0.000246,0.000246,0.006914,0.012701,385.789282,128.576569,393.305101,130.208664,0.019109,0.012534,0
30/06/2013,Jun-13,1094.010952,-0.01,-0.02599,1071.45,1100.04,1049.06,1054.58,969.86,-0.02599,0.021343,0.015997,0.104747,0.065491,0.067734,0.068734,0.067007,0.068781,-0.002243,-0.003243,-0.001516,-0.00329,276291.035,270939.424,267393.687,266001.373,263517.895,0.019752,0.033274,0.038683,0.048472,2.75,3.25,3.46,3.75,3.975,-0.5,-0.71,-0.71,-1.225,99.615978,98.343868,98.319679,98.784767,97.668555,0.012935,0.012935,0.008414,0.019939,377.436493,130.393134,384.810749,132.003195,0.019163,0.012197,0
30/09/2013,Sep-13,1108.79375,0,0.066321,1142.51,1071.45,1100.04,1049.06,1054.58,0.066321,0.038608,0.08908,0.083379,0.059098,0.065491,0.067734,0.068734,0.067007,-0.006393,-0.008636,-0.009636,-0.007909,279082.78,276291.035,270939.424,267393.687,266001.373,0.010104,0.030056,0.043715,0.049178,2.717,2.75,3.25,3.46,3.75,-0.033,-0.533,-0.533,-1.033,100.105251,99.615978,98.343868,98.319679,98.784767,0.004912,0.004912,0.018161,0.013367,376.096142,132.524601,383.485256,134.110597,0.019268,0.011826,0
31/12/2013,Dec-13,1207.807826,0,0.05705,1207.69,1142.51,1071.45,1100.04,1049.06,0.05705,0.127155,0.09786,0.151212,0.057491,0.059098,0.065491,0.067734,0.068734,-0.001607,-0.008,-0.010243,-0.011243,281178.396,279082.78,276291.035,270939.424,267393.687,0.007509,0.017689,0.037791,0.051552,2.5,2.717,2.75,3.25,3.46,-0.217,-0.25,-0.25,-0.96,100.105251,100.105251,99.615978,98.343868,98.319679,0,0,0.01791,0.018161,375.161195,135.260137,382.341234,136.859437,0.018779,0.011686,0
31/03/2014,Mar-14,1273.445238,0,0.062218,1282.83,1207.69,1142.51,1071.45,1100.04,0.062218,0.122817,0.197284,0.166167,0.058012,0.057491,0.059098,0.065491,0.067734,0.000521,-0.001086,-0.007479,-0.009722,284263.195,281178.396,279082.78,276291.035,270939.424,0.010971,0.018562,0.028854,0.049176,2.25,2.5,2.717,2.75,3.25,-0.25,-0.467,-0.467,-1,99.615978,100.105251,100.105251,99.615978,98.343868,-0.004888,-0.004888,0,0.012935,375.349626,134.454918,382.033798,136.006039,0.017496,0.011405,0
30/06/2014,Jun-14,1260.286,-0.01,-0.023292,1252.95,1282.83,1207.69,1142.51,1071.45,-0.023292,0.037477,0.096664,0.169397,0.059544,0.058012,0.057491,0.059098,0.065491,0.001532,0.002053,0.000446,-0.005947,286397.742,284263.195,281178.396,279082.78,276291.035,0.007509,0.018562,0.026211,0.03658,2.25,2.25,2.5,2.717,2.75,0,-0.25,-0.25,-0.5,100.105251,99.615978,100.105251,100.105251,99.615978,0.004912,0.004912,0,0.004912,373.5032,136.916653,380.323825,138.469938,0.017934,0.011217,0
30/09/2014,Sep-14,1291.975,0,0.042332,1305.99,1252.95,1282.83,1207.69,1142.51,0.042332,0.018054,0.081395,0.143088,0.060678,0.059544,0.058012,0.057491,0.059098,0.001134,0.002666,0.003187,0.00158,289011.184,286397.742,284263.195,281178.396,279082.78,0.009125,0.016703,0.027857,0.035575,1.75,2.25,2.25,2.5,2.717,-0.5,-0.5,-0.5,-0.967,99.811687,100.105251,99.615978,100.105251,100.105251,-0.002933,-0.002933,-0.002933,-0.002933,380.617298,139.124583,387.280516,140.708205,0.017205,0.011255,0
31/12/2014,Dec-14,1304.893478,0,-0.013063,1288.93,1305.99,1252.95,1282.83,1207.69,-0.013063,0.028716,0.004755,0.067269,0.056887,0.060678,0.059544,0.058012,0.057491,-0.003791,-0.002657,-0.001125,-0.000604,293193.985,289011.184,286397.742,284263.195,281178.396,0.014473,0.02373,0.031417,0.042733,1.75,1.75,2.25,2.25,2.5,0,-0.5,-0.5,-0.75,99.909541,99.811687,100.105251,99.615978,100.105251,0.00098,0.00098,0.002947,-0.001955,376.308169,140.60797,383.281561,142.81516,0.018194,0.015455,0
31/03/2015,Mar-15,1386.289048,0,0.099579,1417.28,1288.93,1305.99,1252.95,1282.83,0.099579,0.085215,0.131154,0.104807,0.05464,0.056887,0.060678,0.059544,0.058012,-0.002247,-0.006038,-0.004904,-0.003372,293622.931,293193.985,289011.184,286397.742,284263.195,0.001463,0.015957,0.025228,0.032926,1.6,1.75,1.75,2.25,2.25,-0.15,-0.15,-0.15,-0.65,98.613945,99.909541,99.811687,100.105251,99.615978,-0.012968,-0.012968,-0.014897,-0.010059,385.684993,140.831807,392.495005,143.022087,0.017351,0.015314,0
30/06/2015,Jun-15,1452.349545,0,0.000727,1418.31,1417.28,1288.93,1305.99,1252.95,0.000727,0.100378,0.086004,0.131977,0.051327,0.05464,0.056887,0.060678,0.059544,-0.003313,-0.00556,-0.009351,-0.008217,293884.4,293622.931,293193.985,289011.184,286397.742,0.00089,0.002355,0.016862,0.026141,1.6,1.6,1.75,1.75,2.25,0,-0.15,-0.15,-0.65,99.711873,98.613945,99.909541,99.811687,100.105251,0.011134,0.011134,-0.001,-0.00393,383.146959,142.856468,390.347471,145.04612,0.018446,0.015096,0
30/09/2015,Sep-15,1375.280667,-0.05,-0.083134,1300.4,1418.31,1417.28,1288.93,1305.99,-0.083134,-0.082468,0.008899,-0.00428,0.052137,0.051327,0.05464,0.056887,0.060678,0.00081,-0.002503,-0.00475,-0.008541,294763.947,293884.4,293622.931,293193.985,289011.184,0.002993,0.003886,0.005355,0.019905,1.6,1.6,1.6,1.75,1.75,0,0,0,-0.15,99.312626,99.711873,98.613945,99.909541,99.811687,-0.004004,-0.004004,-0.005975,-0.005,385.780305,144.178937,392.966359,146.375683,0.018287,0.015008,0
31/12/2015,Dec-15,1316.468261,-0.04,0.011289,1315.08,1300.4,1418.31,1417.28,1288.93,0.011289,-0.072784,-0.07211,0.020288,0.052391,0.052137,0.051327,0.05464,0.056887,0.000254,0.001064,-0.002249,-0.004496,297830.022,294763.947,293884.4,293622.931,293193.985,0.010402,0.013426,0.014328,0.015812,1.6,1.6,1.6,1.6,1.75,0,0,0,-0.15,98.91338,99.312626,99.711873,98.613945,99.909541,-0.00402,-0.00402,0.003036,-0.009971,390.304985,146.004768,397.503366,148.249139,0.018109,0.015139,0
31/03/2016,Mar-16,1264.863636,-0.04,-0.049343,1250.19,1315.08,1300.4,1418.31,1417.28,-0.049343,-0.038611,-0.118535,-0.117895,0.0521,0.052391,0.052137,0.051327,0.05464,-0.000291,-3.70E-05,0.000773,-0.00254,300360.889,297830.022,294763.947,293884.4,293622.931,0.008498,0.018988,0.022038,0.022948,1.6,1.6,1.6,1.6,1.6,0,0,0,0,97.915263,98.91338,99.312626,99.711873,98.613945,-0.010091,-0.010091,-0.018018,-0.007085,398.391552,147.839422,405.357756,150.173199,0.017185,0.015541,0
30/06/2016,Jun-16,1233.380476,-0.02,-0.031179,1211.21,1250.19,1315.08,1300.4,1418.31,-0.031179,-0.078984,-0.068587,-0.146019,0.048268,0.0521,0.052391,0.052137,0.051327,-0.003832,-0.004123,-0.003869,-0.003059,307018.78,300360.889,297830.022,294763.947,293884.4,0.022166,0.030852,0.041575,0.044692,1.6,1.6,1.6,1.6,1.6,0,0,0,0,98.91338,97.915263,98.91338,99.312626,99.711873,0.010194,0.010194,-0.00402,-0.008008,399.953369,149.262612,406.727981,151.665247,0.016656,0.015842,0
30/09/2016,Sep-16,1267.928571,0,0.04176,1261.79,1211.21,1250.19,1315.08,1300.4,0.04176,0.009279,-0.040522,-0.029691,0.047421,0.048268,0.0521,0.052391,0.052137,-0.000847,-0.004679,-0.00497,-0.004716,310281.3,307018.78,300360.889,297830.022,294763.947,0.010626,0.033028,0.041807,0.052643,1.6,1.6,1.6,1.6,1.6,0,0,0,0,98.91338,98.91338,97.915263,98.91338,99.312626,0,0,0,-0.00402,398.794844,152.500358,405.346979,154.949486,0.016164,0.015806,0
31/12/2016,Dec-16,1272.861429,0,0.01631,1282.37,1261.79,1211.21,1250.19,1315.08,0.01631,0.058751,0.02574,-0.024873,0.044821,0.047421,0.048268,0.0521,0.052391,-0.0026,-0.003447,-0.007279,-0.00757,314155.971,310281.3,307018.78,300360.889,297830.022,0.012488,0.023247,0.045928,0.054816,1.6,1.6,1.6,1.6,1.6,0,0,0,0,98.713756,98.91338,98.91338,97.915263,98.91338,-0.002018,-0.002018,0.008155,-0.002018,395.475734,151.966471,402.147689,154.54256,0.016591,0.016669,0
31/03/2017,Mar-17,1270.151429,0,-0.024041,1251.54,1282.37,1261.79,1211.21,1250.19,-0.024041,-0.008123,0.033297,0.00108,0.044627,0.044821,0.047421,0.048268,0.0521,-0.000194,-0.002794,-0.003641,-0.007473,314739.32,314155.971,310281.3,307018.78,300360.889,0.001857,0.014368,0.025147,0.047871,1.6,1.6,1.6,1.6,1.6,0,0,0,0,98.812472,98.713756,98.91338,98.91338,97.915263,0.001,0.001,-0.00102,0.009163,396.70719,153.524908,403.166865,156.084631,0.016022,0.0164,0
30/06/2017,Jun-17,1292.644286,0,0.029835,1288.88,1251.54,1282.37,1261.79,1211.21,0.029835,0.005077,0.021469,0.064126,0.043936,0.044627,0.044821,0.047421,0.048268,-0.000691,-0.000885,-0.003485,-0.004332,318918.852,314739.32,314155.971,310281.3,307018.78,0.013279,0.015161,0.027838,0.03876,1.6,1.6,1.6,1.6,1.6,0,0,0,0,98.713759,98.812472,98.713756,98.91338,98.91338,-0.000999,-0.000999,-0.002018,-0.002018,400.414697,154.064003,406.554483,156.722837,0.015102,0.016965,0
30/09/2017,Sep-17,1279.667778,-0.01,0.002762,1292.44,1288.88,1251.54,1282.37,1261.79,0.002762,0.03268,0.007853,0.024291,0.039903,0.043936,0.044627,0.044821,0.047421,-0.004033,-0.004724,-0.004918,-0.007518,323660.092,318918.852,314739.32,314155.971,310281.3,0.014867,0.028343,0.030253,0.043118,1.6,1.6,1.6,1.6,1.6,0,0,0,0,99.0099,98.713759,98.812472,98.713756,98.91338,0.003,0.003,0.003,0.000976,405.116075,154.026385,411.111219,156.78803,0.014583,0.017614,0
31/12/2017,Dec-17,1338.709048,0,0.055647,1364.36,1292.44,1288.88,1251.54,1282.37,0.055647,0.058562,0.090145,0.063936,0.040403,0.039903,0.043936,0.044627,0.044821,0.0005,-0.003533,-0.004224,-0.004418,328656.916,323660.092,318918.852,314739.32,314155.971,0.015438,0.030535,0.044219,0.046158,1.6,1.6,1.6,1.6,1.6,0,0,0,0,99.108614,99.0099,98.713759,98.812472,98.713756,0.000997,0.000997,0.002997,0.004,408.929918,153.994463,414.761878,156.878899,0.014061,0.018386,0
31/03/2018,Mar-18,1340.1705,0,-0.039491,1310.48,1364.36,1292.44,1288.88,1251.54,-0.039491,0.013958,0.016759,0.047094,0.038215,0.040403,0.039903,0.043936,0.044627,-0.002188,-0.001688,-0.005721,-0.006412,332756.341,328656.916,323660.092,318918.852,314739.32,0.012473,0.028104,0.043389,0.057244,1.6,1.6,1.6,1.6,1.6,0,0,0,0,99.0099,99.108614,99.0099,98.713759,98.812472,-0.000996,-0.000996,0.003,0.001998,418.995923,154.60633,425.023993,157.583895,0.014183,0.018895,0
30/06/2018,Jun-18,1381.9465,0,0.039772,1362.6,1310.48,1364.36,1292.44,1288.88,0.039772,-0.00129,0.054285,0.057197,0.039909,0.038215,0.040403,0.039903,0.043936,0.001694,-0.000494,6.00E-06,-0.004027,333428.281,332756.341,328656.916,323660.092,318918.852,0.002019,0.014518,0.03018,0.045496,1.6,1.6,1.6,1.6,1.6,0,0,0,0,99.997037,99.0099,99.108614,99.0099,98.713759,0.00997,0.00997,0.00997,0.013,420.957318,154.992121,426.923667,157.944674,0.013975,0.018694,0
30/09/2018,Sep-18,1486.513846,0,0.089696,1484.82,1362.6,1310.48,1364.36,1292.44,0.089696,0.133035,0.08829,0.14885,0.040923,0.039909,0.038215,0.040403,0.039903,0.001014,0.002708,0.00052,0.00102,336365.05,333428.281,332756.341,328656.916,323660.092,0.008808,0.010845,0.023453,0.039254,1.6,1.6,1.6,1.6,1.6,0,0,0,0,100.194465,99.997037,99.0099,99.108614,99.0099,0.001974,0.001974,0.010956,0.011964,430.840738,153.971215,436.876827,156.951195,0.013816,0.018987,0
31/12/2018,Dec-18,1399.731364,-0.06,-0.102127,1333.18,1484.82,1362.6,1310.48,1364.36,-0.102127,-0.021591,0.017322,-0.022853,0.040775,0.040923,0.039909,0.038215,0.040403,-0.000148,0.000866,0.00256,0.000372,339111.622,336365.05,333428.281,332756.341,328656.916,0.008165,0.017045,0.019099,0.03181,1.75,1.6,1.6,1.6,1.6,0.15,0.15,0.15,0.15,99.898324,100.194465,99.997037,99.0099,99.108614,-0.002956,-0.002956,0.008973,0.007968,434.620416,153.886219,440.878273,156.946841,0.014194,0.019501,0
31/03/2019,Mar-19,1417.974,0,0.063645,1418.03,1333.18,1484.82,1362.6,1310.48,0.063645,-0.044982,0.04068,0.082069,0.041153,0.040775,0.040923,0.039909,0.038215,0.000378,0.00023,0.001244,0.002938,344923.483,339111.622,336365.05,333428.281,332756.341,0.017138,0.025444,0.034476,0.036565,1.75,1.75,1.6,1.6,1.6,0,0.15,0.15,0.15,100.398801,99.898324,100.194465,99.997037,99.0099,0.00501,0.00501,0.004018,0.014028,445.453468,154.286196,451.832262,157.162153,0.014118,0.018299,0
30/06/2019,Jun-19,1447.8515,0,0.04734,1485.16,1418.03,1333.18,1484.82,1362.6,0.04734,0.113998,0.000229,0.089946,0.038845,0.041153,0.040775,0.040923,0.039909,-0.002308,-0.00193,-0.002078,-0.001064,346318.504,344923.483,339111.622,336365.05,333428.281,0.004044,0.021252,0.029591,0.03866,1.75,1.75,1.75,1.6,1.6,0,0,0,0.15,100.797605,100.398801,99.898324,100.194465,99.997037,0.003972,0.003972,0.00602,0.008006,447.31985,153.996524,454.107575,156.690843,0.014947,0.017195,0
30/09/2019,Sep-19,1505.308421,0,0.031916,1532.56,1485.16,1418.03,1333.18,1484.82,0.031916,0.080767,0.149552,0.032152,0.035788,0.038845,0.041153,0.040775,0.040923,-0.003057,-0.005365,-0.004987,-0.005135,350349.153,346318.504,344923.483,339111.622,336365.05,0.011639,0.01573,0.033138,0.041574,1.75,1.75,1.75,1.75,1.6,0,0,0,0.15,100.498502,100.797605,100.398801,99.898324,100.194465,-0.002967,-0.002967,0.006008,0.003034,451.050879,154.4503,457.787291,157.168266,0.014715,0.017293,0
31/12/2019,Dec-19,1612.222174,0,0.054902,1616.7,1532.56,1485.16,1418.03,1333.18,0.054902,0.08857,0.140103,0.212664,0.036817,0.035788,0.038845,0.041153,0.040775,0.001029,-0.002028,-0.004336,-0.003958,353335.563,350349.153,346318.504,344923.483,339111.622,0.008524,0.020262,0.024388,0.041945,1.75,1.75,1.75,1.75,1.75,0,0,0,0,100.498502,100.498502,100.797605,100.398801,99.898324,0,0,0.000993,0.006008,453.42661,152.701505,460.928528,155.423007,0.016276,0.01751,0
31/03/2020,Mar-20,1270.834762,-0.21,-0.210194,1276.88,1616.7,1532.56,1485.16,1418.03,-0.210194,-0.166832,-0.140241,-0.09954,0.035723,0.036817,0.035788,0.038845,0.041153,-0.001094,-6.50E-05,-0.003122,-0.00543,349170.514,353335.563,350349.153,346318.504,344923.483,-0.011788,-0.003364,0.008235,0.012313,1.75,1.75,1.75,1.75,1.75,0,0,0,0,100.398801,100.498502,100.498502,100.797605,100.398801,-0.000992,-0.000992,-0.003956,0,470.752662,148.370796,480.102452,151.375373,0.019475,0.019849,1
30/06/2020,Jun-20,,0,0.037866,1325.23,1276.88,1616.7,1532.56,1485.16,0.037866,-0.180287,-0.135283,-0.107685,0.041763,0.035723,0.036817,0.035788,0.038845,0.00604,0.004946,0.005975,0.002918,318803.221,349170.514,353335.563,350349.153,346318.504,-0.08697,-0.097732,-0.090041,-0.079451,1.6,1.75,1.75,1.75,1.75,-0.15,-0.15,-0.15,-0.15,99.700895,100.398801,100.498502,100.498502,100.797605,-0.006951,-0.006951,-0.007937,-0.01088,462.637835,145.007606,473.023751,148.350344,0.021956,0.022533,0
30/09/2020,Sep-20,,0,0.01525,1345.44,1325.23,1276.88,1616.7,1532.56,0.01525,0.053693,-0.167786,-0.122096,0.047155,0.041763,0.035723,0.036817,0.035788,0.005392,0.011432,0.010338,0.011367,346364.877,318803.221,349170.514,353335.563,350349.153,0.086454,-0.008035,-0.019728,-0.011372,1.6,1.6,1.75,1.75,1.75,0,-0.15,-0.15,-0.15,99.800596,99.700895,100.398801,100.498502,100.498502,0.001,0.001,-0.006944,-0.006944,459.199096,143.810621,470.351073,147.164719,0.02371,0.022791,0
31/12/2020,Dec-20,,0,0.165485,1568.09,1345.44,1325.23,1276.88,1616.7,0.165485,0.183259,0.228064,-0.030067,0.047367,0.047155,0.041763,0.035723,0.036817,0.000212,0.005604,0.011644,0.01055,354280.959,346364.877,318803.221,349170.514,353335.563,0.022855,0.111284,0.014636,0.002676,1.6,1.6,1.6,1.75,1.75,0,0,0,-0.15,99.800596,99.800596,99.700895,100.398801,100.498502,0,0,-0.005958,-0.006944,478.976908,143.129496,490.408533,146.472499,0.02331,0.022823,0
31/03/2021,Mar-21,,0,0.061208,1664.07,1568.09,1345.44,1325.23,1276.88,0.061208,0.236822,0.255684,0.303231,0.050695,0.047367,0.047155,0.041763,0.035723,0.003328,0.00354,0.008932,0.014972,354159.037,354280.959,346364.877,318803.221,349170.514,-0.000344,0.022503,0.110902,0.014287,1.6,1.6,1.6,1.6,1.75,0,0,0,-0.15,100.6,99.800596,99.800596,99.700895,100.398801,0.00801,0.00801,0.009018,0.002004,488.325774,143.866076,499.369456,146.909323,0.022115,0.020715,0
30/06/2021,Jun-21,,0,0.0604,1764.58,1664.07,1568.09,1345.44,1325.23,0.0604,0.125305,0.311526,0.331527,0.053197,0.050695,0.047367,0.047155,0.041763,0.002502,0.00583,0.006042,0.011434,367956.235,354159.037,354280.959,346364.877,318803.221,0.038958,0.0386,0.062337,0.15418,1.6,1.6,1.6,1.6,1.6,0,0,0,0,101.4,100.6,99.800596,99.800596,99.700895,0.007952,0.007952,0.016026,0.017042,508.189897,145.99429,518.439616,148.789346,0.01977,0.018785,0
30/09/2021,Sep-21,,0,0.053894,1859.68,1764.58,1664.07,1568.09,1345.44,0.053894,0.117549,0.185952,0.38221,0.049975,0.053197,0.050695,0.047367,0.047155,-0.003222,-0.00072,0.002608,0.00282,374441.672,367956.235,354159.037,354280.959,346364.877,0.017626,0.05727,0.056906,0.081061,1.6,1.6,1.6,1.6,1.6,0,0,0,0,102.3,101.4,100.6,99.800596,99.800596,0.008876,0.008876,0.025044,0.025044,530.079225,147.395312,539.79303,150.04533,0.017995,0.017661,0
31/12/2021,Dec-21,,0,0.105841,2056.51,1859.68,1764.58,1664.07,1568.09,0.105841,0.165439,0.235831,0.311474,0.044192,0.049975,0.053197,0.050695,0.047367,-0.005783,-0.009005,-0.006503,-0.003175,391589.099,374441.672,367956.235,354159.037,354280.959,0.045795,0.064227,0.105687,0.105307,1.6,1.6,1.6,1.6,1.6,0,0,0,0,102.6,102.3,101.4,100.6,99.800596,0.002933,0.002933,0.019881,0.02805,566.332249,150.954947,575.940853,153.558852,0.016683,0.016957,0
31/03/2022,Mar-22,,0,0.019742,2097.11,2056.51,1859.68,1764.58,1664.07,0.019742,0.127673,0.188447,0.260229,0.038045,0.044192,0.049975,0.053197,0.050695,-0.006147,-0.01193,-0.015152,-0.01265,388908.392,391589.099,374441.672,367956.235,354159.037,-0.006846,0.038635,0.056942,0.098118,1.6,1.6,1.6,1.6,1.6,0,0,0,0,104.1,102.6,102.3,101.4,100.6,0.01462,0.01462,0.026627,0.034791,597.156897,152.417201,607.552634,155.34345,0.017111,0.018837,0
30/06/2022,Jun-22,,0,-0.101711,1883.81,2097.11,2056.51,1859.68,1764.58,-0.101711,-0.083977,0.012975,0.067568,0.0351,0.038045,0.044192,0.049975,0.053197,-0.038045,-0.044192,-0.049975,-0.053197,395337.539,388908.392,391589.099,374441.672,367956.235,0.016531,0.009572,0.055805,0.074415,2.25,1.6,1.6,1.6,1.6,0.65,0.65,0.65,0.65,,,,,,,,,,,,,,,,
